127.0.0.1 - - [27/Jan/2026 20:30:14] "HEAD /index.html HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /league.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /state.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /teams.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /coach-system.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /events.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /simulation.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /story-events.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /offseason.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /cap.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /playoffs.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /picks.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /contract-management.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /freeagency.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /trade.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /tradeproposals.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /draft.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /owner-mode.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /relocation.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /relocation-viewer.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /team-ratings.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /scheme-management.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /player-stats-viewer.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /team-statistics.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /game-results-viewer.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /schedule-viewer.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /box-score-viewer.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /live-game-viewer.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /standings-page.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /power-rankings.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /player-database.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /football-db.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /history.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /awards.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /awards-viewer.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /records.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /stats-viewer.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /league-stats.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /injury-system.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /player-comparison.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /retirement-system.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /data-visualization.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /ui.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /ui-components.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /ui-interactions.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /league-dashboard.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /main.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /training.js HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /news-engine.js HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /war-calculator.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /game-simulator.js HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /confetti.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:30:37] "GET /version.json HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /style.css HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /base.css HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /layout.css HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /features.css HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /standings-savemanager.css HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /components.css HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /mobile.css HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /ui-enhancements.css HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /coaching-styles.css HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /constants.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /utils.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /fixes.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /expanded-names.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /player.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /schedule-factory.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /staff.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /coaching.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /league.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /schedule.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /state.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /teams.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /simulation.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /coach-system.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /events.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /story-events.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /cap.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /offseason.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /playoffs.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /picks.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /contract-management.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /trade.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /draft.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /freeagency.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /owner-mode.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /tradeproposals.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /team-statistics.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /scheme-management.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /relocation-viewer.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /team-ratings.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /relocation.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /player-stats-viewer.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /game-results-viewer.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /schedule-viewer.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /box-score-viewer.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /live-game-viewer.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /standings-page.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /power-rankings.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /football-db.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /player-database.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /history.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /stats-viewer.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /league-stats.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /awards.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /records.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /awards-viewer.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /injury-system.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /player-comparison.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /data-visualization.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /retirement-system.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /ui-components.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /ui-interactions.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /ui.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /main.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /league-dashboard.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /training.js HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /war-calculator.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /news-engine.js HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /game-simulator.js HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /confetti.js?v=1.0.1 HTTP/1.1" 200 -
127.0.0.1 - - [27/Jan/2026 20:31:24] "GET /version.json HTTP/1.1" 200 -
